teamstatspk;Team;games_played;wins;losses;win_percentage;Min;points;field_goals_made;field_goals_attempted;field_goal_percentage;three_pointers_made;three_pointers_attempted;three_point_percentage;free_throws_made;free_throw_attempted;free_throw_percentage;offensive_rebounds;defensive_rebounds;rebounds;assists;turnovers;steals;blocks;blocks_attempted;personal_fouls;personal_fouls_drawn;plus_minus;season;season_order;Franchise;points_pg;assists_pg;rebounds_pg;three_pa_pg;three_pm_pg
455;Portland Trail Blazers;82;54;28;0,659;3966;8153;3018;6494;46,5;596;1555;38,3;1521;1988;76,5;1060;2360;3420;1667;1055;550;402;319;1671;1733;438;2008-09;2008;Portland Trail Blazers;99,42682926829268;20,329268292682926;41,707317073170735;18,963414634146343;7,2682926829268295
456;San Antonio Spurs;82;54;28;0,659;3981;7958;3042;6534;46,6;625;1620;38,6;1249;1641;76,1;728;2638;3366;1736;963;474;329;352;1546;1511;308;2008-09;2008;San Antonio Spurs;97,04878048780488;21,170731707317074;41,048780487804876;19,75609756097561;7,621951219512195
457;Houston Rockets;82;53;29;0,646;3961;8070;2959;6526;45,3;621;1656;37,5;1531;1903;80,5;862;2662;3524;1662;1158;548;355;435;1553;1689;328;2008-09;2008;Houston Rockets;98,41463414634147;20,26829268292683;42,97560975609756;20,195121951219512;7,573170731707317
458;Dallas Mavericks;82;50;32;0,61;3961;8343;3128;6770;46,2;571;1632;35,0;1516;1852;81,9;909;2595;3504;1779;1043;591;429;334;1600;1645;162;2008-09;2008;Dallas Mavericks;101,7439024390244;21,695121951219512;42,73170731707317;19,902439024390244;6,963414634146342
459;New Orleans Hornets;82;49;33;0,598;3951;7857;2911;6366;45,7;556;1526;36,4;1479;1833;80,7;802;2453;3255;1609;1029;593;338;290;1665;1675;127;2008-09;2008;New Orleans Pelicans;95,8170731707317;19,621951219512194;39,69512195121951;18,609756097560975;6,780487804878049
460;Utah Jazz;82;48;34;0,585;3976;8492;3143;6623;47,5;392;1122;34,9;1814;2352;77,1;940;2423;3363;2024;1210;719;374;424;1830;1972;217;2008-09;2008;Utah Jazz;103,5609756097561;24,682926829268293;41,01219512195122;13,682926829268293;4,780487804878049
461;Atlanta Hawks;82;47;35;0,573;3941;8046;2956;6451;45,8;597;1633;36,6;1537;2085;73,7;870;2412;3282;1657;1048;603;376;354;1610;1681;129;2008-09;2008;Atlanta Hawks;98,1219512195122;20,20731707317073;40,02439024390244;19,914634146341463;7,280487804878049
462;Phoenix Suns;82;46;36;0,561;3951;8974;3373;6695;50,4;553;1445;38,3;1675;2251;74,4;900;2520;3420;1905;1288;589;420;369;1691;1877;158;2008-09;2008;Phoenix Suns;109,4390243902439;23,23170731707317;41,707317073170735;17,621951219512194;6,7439024390243905
463;Miami Heat;82;43;39;0,524;3991;8061;3034;6646;45,7;582;1631;35,7;1411;1871;75,4;828;2411;3239;1671;1026;651;451;335;1696;1632;21;2008-09;2008;Miami Heat;98,3048780487805;20,378048780487806;39,5;19,890243902439025;7,097560975609756
464;Chicago Bulls;82;41;41;0,5;3986;8378;3126;6846;45,7;493;1293;38,1;1633;2052;79,6;970;2481;3451;1732;1192;615;453;449;1709;1708;-23;2008-09;2008;Chicago Bulls;102,17073170731707;21,121951219512194;42,08536585365854;15,768292682926829;6,012195121951219
465;Philadelphia 76ers;82;41;41;0,5;3951;7987;2997;6532;45,9;341;1072;31,8;1652;2216;74,5;1039;2336;3375;1647;1157;658;415;400;1650;1786;6;2008-09;2008;Philadelphia 76ers;97,40243902439025;20,085365853658537;41,15853658536585;13,073170731707316;4,158536585365853
466;Detroit Pistons;82;39;43;0,476;3981;7727;2981;6559;45,4;377;1079;34,9;1388;1849;75,1;949;2448;3397;1689;973;493;377;342;1712;1612;-40;2008-09;2008;Detroit Pistons;94,23170731707317;20,597560975609756;41,426829268292686;13,158536585365853;4,597560975609756
467;Indiana Pacers;82;36;46;0,439;3966;8617;3220;7080;45,5;652;1725;37,8;1525;1890;80,7;924;2661;3585;1775;1189;573;434;444;1895;1692;-91;2008-09;2008;Indiana Pacers;105,08536585365853;21,646341463414632;43,71951219512195;21,036585365853657;7,951219512195122
468;Charlotte Bobcats;82;35;47;0,427;3986;7677;2866;6299;45,5;490;1339;36,6;1455;1965;74,0;886;2366;3252;1741;1279;580;397;488;1754;1714;-104;2008-09;2008;Charlotte Hornets;93,6219512195122;21,23170731707317;39,65853658536585;16,329268292682926;5,975609756097561
469;Milwaukee Bucks;82;34;48;0,415;3956;8142;3009;6755;44,5;511;1408;36,3;1613;2067;78,0;973;2367;3340;1802;1154;609;308;376;1986;1842;-89;2008-09;2008;Milwaukee Bucks;99,29268292682927;21,975609756097562;40,73170731707317;17,170731707317074;6,2317073170731705
470;New Jersey Nets;82;34;48;0,415;3966;8044;2925;6536;44,8;652;1735;37,6;1542;1980;77,9;850;2415;3265;1636;1075;559;391;393;1838;1680;-200;2008-09;2008;Brooklyn Nets;98,09756097560975;19,951219512195124;39,81707317073171;21,158536585365855;7,951219512195122
471;Toronto Raptors;82;33;49;0,402;3961;8121;3054;6673;45,8;479;1289;37,2;1534;1861;82,4;802;2513;3315;1835;1098;523;390;386;1593;1645;-231;2008-09;2008;Toronto Raptors;99,03658536585365;22,378048780487806;40,426829268292686;15,71951219512195;5,841463414634147
472;New York Knicks;82;32;50;0,39;3961;8627;3157;7091;44,5;823;2284;36,0;1490;1900;78,4;911;2545;3456;1738;1174;610;204;437;1672;1592;-214;2008-09;2008;New York Knicks;105,20731707317073;21,195121951219512;42,146341463414636;27,853658536585368;10,036585365853659
473;Golden State Warriors;82;29;53;0,354;3976;8905;3231;7055;45,8;550;1475;37,3;1893;2392;79,1;953;2492;3445;1711;1201;638;527;414;1842;1927;-307;2008-09;2008;Golden State Warriors;108,59756097560975;20,865853658536587;42,01219512195122;17,98780487804878;6,7073170731707314
474;Memphis Grizzlies;82;24;58;0,293;3961;7698;2865;6311;45,4;398;1106;36,0;1570;2077;75,6;847;2337;3184;1423;1252;615;385;443;1777;1786;-448;2008-09;2008;Memphis Grizzlies;93,8780487804878;17,353658536585368;38,829268292682926;13,487804878048781;4,853658536585366
475;Minnesota Timberwolves;82;24;58;0,293;3961;8019;2986;6766;44,1;543;1539;35,3;1504;1957;76,9;975;2442;3417;1674;1165;512;322;484;1785;1642;-403;2008-09;2008;Minnesota Timberwolves;97,79268292682927;20,414634146341463;41,670731707317074;18,76829268292683;6,621951219512195
476;Oklahoma City Thunder;82;23;59;0,28;3961;7952;2999;6716;44,7;328;949;34,6;1626;2069;78,6;999;2497;3496;1663;1330;608;371;407;1655;1656;-500;2008-09;2008;Oklahoma City Thunder;96,97560975609755;20,28048780487805;42,63414634146341;11,573170731707316;4,0
477;Los Angeles Clippers;82;19;63;0,232;3976;7799;2955;6696;44,1;535;1513;35,4;1354;1839;73,6;890;2377;3267;1723;1221;572;482;414;1650;1609;-719;2008-09;2008;LA Clippers;95,10975609756098;21,01219512195122;39,84146341463415;18,451219512195124;6,524390243902439
478;Washington Wizards;82;19;63;0,232;3941;7877;2994;6655;45,0;395;1198;33,0;1494;1948;76,7;956;2330;3286;1641;1146;619;365;431;1679;1638;-612;2008-09;2008;Washington Wizards;96,0609756097561;20,01219512195122;40,073170731707314;14,609756097560975;4,817073170731708
479;Sacramento Kings;82;17;65;0,207;3981;8248;2990;6685;44,7;586;1594;36,8;1682;2107;79,8;840;2366;3206;1619;1266;569;349;423;1910;1737;-718;2008-09;2008;Sacramento Kings;100,58536585365853;19,74390243902439;39,09756097560975;19,4390243902439;7,146341463414634
480;Boston Celtics;82;66;16;0,805;3951;8245;2986;6286;47,5;596;1564;38,1;1677;2176;77,1;830;2615;3445;1833;1246;696;379;389;1864;1818;841;2007-08;2007;Boston Celtics;100,54878048780488;22,353658536585368;42,01219512195122;19,073170731707318;7,2682926829268295
481;Detroit Pistons;82;59;23;0,72;3946;7992;2999;6551;45,8;487;1330;36,6;1507;1965;76,7;974;2423;3397;1831;956;583;472;319;1688;1618;606;2007-08;2007;Detroit Pistons;97,46341463414635;22,329268292682926;41,426829268292686;16,21951219512195;5,939024390243903
482;Los Angeles Lakers;82;57;25;0,695;3956;8904;3248;6818;47,6;662;1751;37,8;1746;2270;76,9;898;2722;3620;2003;1156;654;438;368;1691;1850;595;2007-08;2007;Los Angeles Lakers;108,58536585365853;24,426829268292682;44,146341463414636;21,353658536585368;8,073170731707316
483;New Orleans Hornets;82;56;26;0,683;3961;8270;3164;6796;46,6;630;1621;38,9;1312;1707;76,9;937;2494;3431;1785;974;637;321;331;1531;1573;433;2007-08;2007;New Orleans Pelicans;100,85365853658537;21,76829268292683;41,84146341463415;19,76829268292683;7,682926829268292
484;San Antonio Spurs;82;56;26;0,683;3946;7820;2938;6424;45,7;594;1610;36,9;1350;1774;76,1;771;2612;3383;1718;1035;521;337;361;1537;1625;393;2007-08;2007;San Antonio Spurs;95,36585365853658;20,951219512195124;41,25609756097561;19,634146341463413;7,2439024390243905
485;Houston Rockets;82;55;27;0,671;3946;7931;3003;6698;44,8;583;1707;34,2;1342;1848;72,6;1002;2659;3661;1757;1125;598;420;379;1609;1615;384;2007-08;2007;Houston Rockets;96,71951219512195;21,426829268292682;44,646341463414636;20,817073170731707;7,109756097560975
486;Phoenix Suns;82;55;27;0,671;3956;9026;3392;6782;50,0;694;1764;39,3;1548;1977;78,3;720;2683;3403;2188;1184;532;518;311;1633;1731;414;2007-08;2007;Phoenix Suns;110,07317073170732;26,682926829268293;41,5;21,51219512195122;8,463414634146341
487;Utah Jazz;82;54;28;0,659;3941;8710;3279;6592;49,7;407;1095;37,2;1745;2298;75,9;942;2410;3352;2165;1200;717;355;420;1970;1891;564;2007-08;2007;Utah Jazz;106,21951219512195;26,402439024390244;40,8780487804878;13,353658536585366;4,963414634146342
488;Orlando Magic;82;52;30;0,634;3956;8567;3058;6446;47,4;801;2074;38,6;1650;2288;72,1;768;2677;3445;1706;1173;520;333;344;1688;1898;448;2007-08;2007;Orlando Magic;104,47560975609755;20,804878048780488;42,01219512195122;25,29268292682927;9,768292682926829
489;Dallas Mavericks;82;51;31;0,622;3946;8234;3025;6515;46,4;494;1403;35,2;1690;2075;81,4;883;2643;3526;1720;1037;490;402;357;1786;1739;372;2007-08;2007;Dallas Mavericks;100,41463414634147;20,975609756097562;43,0;17,109756097560975;6,024390243902439
490;Denver Nuggets;82;50;32;0,61;3971;9074;3307;7038;47,0;569;1605;35,5;1891;2519;75,1;918;2698;3616;2024;1203;752;551;393;1731;1950;304;2007-08;2007;Denver Nuggets;110,65853658536585;24,682926829268293;44,09756097560975;19,573170731707318;6,939024390243903
491;Golden State Warriors;82;48;34;0,585;3956;9105;3403;7406;45,9;761;2185;34,8;1538;2044;75,2;1045;2496;3541;1833;1082;744;377;413;1875;1736;181;2007-08;2007;Golden State Warriors;111,03658536585365;22,353658536585368;43,18292682926829;26,646341463414632;9,28048780487805
492;Cleveland Cavaliers;82;45;37;0,549;3971;7903;2937;6697;43,9;552;1544;35,8;1477;2061;71,7;1092;2563;3655;1640;1145;579;427;388;1712;1666;-29;2007-08;2007;Cleveland Cavaliers;96,3780487804878;20,0;44,573170731707314;18,829268292682926;6,7317073170731705
493;Washington Wizards;82;43;39;0,524;3981;8104;2986;6695;44,6;575;1614;35,6;1557;1991;78,2;1007;2404;3411;1607;1082;632;391;360;1606;1656;-27;2007-08;2007;Washington Wizards;98,82926829268293;19,597560975609756;41,59756097560975;19,682926829268293;7,012195121951219
494;Portland Trail Blazers;82;41;41;0,5;3981;7820;2935;6546;44,8;538;1426;37,7;1412;1841;76,7;901;2438;3339;1733;1056;455;360;301;1642;1656;-80;2007-08;2007;Portland Trail Blazers;95,36585365853658;21,134146341463413;40,71951219512195;17,390243902439025;6,560975609756097
495;Toronto Raptors;82;41;41;0,5;3966;8215;3148;6726;46,8;572;1459;39,2;1347;1658;81,2;790;2496;3286;1953;959;570;336;333;1596;1508;238;2007-08;2007;Toronto Raptors;100,1829268292683;23,817073170731707;40,073170731707314;17,79268292682927;6,975609756097561
496;Philadelphia 76ers;82;40;42;0,488;3951;7923;3056;6648;46,0;302;952;31,7;1509;2137;70,6;1067;2370;3437;1673;1172;712;400;420;1620;1708;34;2007-08;2007;Philadelphia 76ers;96,6219512195122;20,402439024390244;41,91463414634146;11,609756097560975;3,682926829268293
497;Sacramento Kings;82;38;44;0,463;3966;8408;3043;6558;46,4;510;1367;37,3;1812;2272;79,8;829;2456;3285;1567;1317;651;334;452;1839;1892;-185;2007-08;2007;Sacramento Kings;102,53658536585365;19,109756097560975;40,0609756097561;16,670731707317074;6,219512195121951
498;Atlanta Hawks;82;37;45;0,451;3971;8054;2975;6552;45,4;384;1078;35,6;1720;2227;77,2;1008;2454;3462;1804;1223;600;448;421;1673;1793;-149;2007-08;2007;Atlanta Hawks;98,21951219512195;22,0;42,21951219512195;13,146341463414634;4,682926829268292
499;Indiana Pacers;82;36;46;0,439;3951;8527;3102;6993;44,4;755;2021;37,4;1568;2042;76,8;904;2633;3537;1864;1236;623;412;416;1921;1782;-115;2007-08;2007;Indiana Pacers;103,98780487804878;22,73170731707317;43,13414634146341;24,646341463414632;9,207317073170731
500;New Jersey Nets;82;34;48;0,415;3966;7857;2856;6450;44,3;498;1430;34,8;1647;2237;73,6;913;2520;3433;1925;1229;521;390;362;1855;1836;-415;2007-08;2007;Brooklyn Nets;95,8170731707317;23,475609756097562;41,86585365853659;17,4390243902439;6,073170731707317
501;Chicago Bulls;82;33;49;0,402;3961;7981;2987;6861;43,5;474;1305;36,3;1533;2029;75,6;1050;2478;3528;1811;1197;635;429;465;1784;1746;-253;2007-08;2007;Chicago Bulls;97,32926829268293;22,085365853658537;43,02439024390244;15,914634146341463;5,780487804878049
502;Charlotte Bobcats;82;32;50;0,39;3976;7959;2960;6554;45,2;529;1443;36,7;1510;2115;71,4;892;2440;3332;1748;1204;614;402;476;1777;1721;-359;2007-08;2007;Charlotte Hornets;97,0609756097561;21,317073170731707;40,63414634146341;17,597560975609756;6,451219512195122
503;Milwaukee Bucks;82;26;56;0,317;3971;7956;3026;6745;44,9;452;1313;34,4;1452;1980;73,3;1055;2363;3418;1760;1210;544;361;404;1748;1727;-565;2007-08;2007;Milwaukee Bucks;97,02439024390245;21,463414634146343;41,68292682926829;16,01219512195122;5,512195121951219
504;Los Angeles Clippers;82;23;59;0,28;3961;7692;2820;6445;43,8;350;1079;32,4;1702;2178;78,1;800;2491;3291;1732;1180;557;398;388;1745;1773;-596;2007-08;2007;LA Clippers;93,8048780487805;21,121951219512194;40,13414634146341;13,158536585365853;4,2682926829268295
505;New York Knicks;82;23;59;0,28;3976;7948;2967;6757;43,9;490;1454;33,7;1524;2095;72,7;1029;2457;3486;1530;1187;521;213;429;1761;1665;-542;2007-08;2007;New York Knicks;96,92682926829268;18,658536585365855;42,51219512195122;17,73170731707317;5,975609756097561
506;Memphis Grizzlies;82;22;60;0,268;3961;8257;3060;6737;45,4;620;1779;34,9;1517;2097;72,3;848;2567;3415;1574;1251;503;386;403;1592;1842;-509;2007-08;2007;Memphis Grizzlies;100,6951219512195;19,195121951219512;41,646341463414636;21,695121951219512;7,560975609756097
507;Minnesota Timberwolves;82;22;60;0,268;3946;7839;3076;6817;45,1;441;1259;35,0;1246;1693;73,6;964;2428;3392;1630;1188;616;306;467;1885;1434;-556;2007-08;2007;Minnesota Timberwolves;95,59756097560975;19,878048780487806;41,36585365853659;15,353658536585366;5,378048780487805
508;Seattle SuperSonics;82;20;62;0,244;3966;7999;3125;7032;44,4;313;939;33,3;1436;1866;77,0;971;2688;3659;1748;1310;531;400;440;1680;1610;-718;2007-08;2007;Oklahoma City Thunder;97,54878048780488;21,317073170731707;44,6219512195122;11,451219512195122;3,817073170731707
509;Miami Heat;82;15;67;0,183;3966;7491;2808;6336;44,3;491;1373;35,8;1384;1903;72,7;743;2342;3085;1644;1202;589;355;341;1670;1650;-709;2007-08;2007;Miami Heat;91,35365853658537;20,048780487804876;37,6219512195122;16,74390243902439;5,987804878048781
510;Dallas Mavericks;82;67;15;0,817;3951;8201;3010;6442;46,7;535;1404;38,1;1646;2045;80,5;920;2515;3435;1632;1140;560;408;312;1837;1811;592;2006-07;2006;Dallas Mavericks;100,01219512195122;19,902439024390244;41,890243902439025;17,121951219512194;6,524390243902439
511;Phoenix Suns;82;61;21;0,744;3981;9037;3388;6855;49,4;785;1965;39,9;1476;1827;80,8;737;2583;3320;2122;1189;553;394;304;1659;1759;599;2006-07;2006;Phoenix Suns;110,20731707317073;25,878048780487806;40,48780487804878;23,963414634146343;9,573170731707316
512;San Antonio Spurs;82;58;24;0,707;3956;8079;2999;6328;47,4;595;1561;38,1;1486;1980;75,1;761;2577;3338;1814;1137;587;417;337;1588;1739;691;2006-07;2006;San Antonio Spurs;98,52439024390245;22,121951219512194;40,707317073170735;19,036585365853657;7,2560975609756095
513;Detroit Pistons;82;53;29;0,646;3976;7872;2942;6484;45,4;449;1305;34,4;1539;1988;77,4;948;2374;3322;1768;1001;583;472;290;1672;1668;341;2006-07;2006;Detroit Pistons;96,0;21,5609756097561;40,51219512195122;15,914634146341463;5,475609756097561
514;Houston Rockets;82;52;30;0,634;3971;7953;2906;6528;44,5;705;1893;37,2;1436;1906;75,3;880;2673;3553;1704;1162;583;337;353;1710;1631;398;2006-07;2006;Houston Rockets;96,98780487804878;20,78048780487805;43,329268292682926;23,085365853658537;8,597560975609756
515;Utah Jazz;82;51;31;0,622;3961;8322;3069;6471;47,4;354;1056;33,5;1830;2462;74,3;1030;2456;3486;2024;1277;577;339;438;2067;2010;235;2006-07;2006;Utah Jazz;101,48780487804878;24,682926829268293;42,51219512195122;12,878048780487806;4,317073170731708
516;Cleveland Cavaliers;82;50;32;0,61;3976;7934;2978;6658;44,7;494;1404;35,2;1484;2133;69,6;1039;2529;3568;1708;1177;625;353;349;1781;1804;314;2006-07;2006;Cleveland Cavaliers;96,7560975609756;20,829268292682926;43,51219512195122;17,121951219512194;6,024390243902439
517;Chicago Bulls;82;49;33;0,598;3956;8100;3046;6663;45,7;480;1237;38,8;1528;2083;73,4;984;2597;3581;1832;1310;639;445;433;1908;1900;411;2006-07;2006;Chicago Bulls;98,78048780487805;22,341463414634145;43,670731707317074;15,085365853658537;5,853658536585366
518;Toronto Raptors;82;47;35;0,573;3951;8157;3032;6547;46,3;531;1464;36,3;1562;1983;78,8;755;2480;3235;1822;1104;581;321;317;1672;1786;81;2006-07;2006;Toronto Raptors;99,47560975609755;22,21951219512195;39,451219512195124;17,853658536585368;6,475609756097561
519;Denver Nuggets;82;45;37;0,549;3956;8639;3164;6805;46,5;484;1440;33,6;1827;2449;74,6;1001;2558;3559;1920;1352;678;435;424;1756;1946;133;2006-07;2006;Denver Nuggets;105,35365853658537;23,414634146341463;43,40243902439025;17,5609756097561;5,902439024390244
520;Miami Heat;82;44;38;0,537;3971;7759;2919;6288;46,4;528;1539;34,3;1393;2019;69,0;817;2526;3343;1681;1201;566;442;314;1749;1790;-75;2006-07;2006;Miami Heat;94,6219512195122;20,5;40,76829268292683;18,76829268292683;6,439024390243903
521;Golden State Warriors;82;42;40;0,512;3951;8737;3261;7048;46,3;700;1966;35,6;1515;2113;71,7;941;2455;3396;1950;1309;750;466;399;1933;1832;-28;2006-07;2006;Golden State Warriors;106,54878048780488;23,78048780487805;41,41463414634146;23,975609756097562;8,536585365853659
522;Los Angeles Lakers;82;42;40;0,512;4006;8474;3103;6664;46,6;608;1724;35,3;1660;2221;74,7;886;2495;3381;1850;1273;600;421;409;1889;1916;-6;2006-07;2006;Los Angeles Lakers;103,34146341463415;22,5609756097561;41,23170731707317;21,024390243902438;7,414634146341464
523;New Jersey Nets;82;41;41;0,5;3976;8001;2913;6379;45,7;609;1676;36,3;1566;2153;72,7;822;2525;3347;1962;1212;499;273;369;1869;1886;-63;2006-07;2006;Brooklyn Nets;97,57317073170732;23,926829268292682;40,81707317073171;20,4390243902439;7,426829268292683
524;Washington Wizards;82;41;41;0,5;3966;8556;3070;6820;45,0;561;1614;34,8;1855;2425;76,5;998;2379;3377;1660;1133;635;375;380;1823;1927;-42;2006-07;2006;Washington Wizards;104,34146341463415;20,24390243902439;41,18292682926829;19,682926829268293;6,841463414634147
525;Los Angeles Clippers;82;40;42;0,488;3946;7843;2880;6318;45,6;314;903;34,8;1769;2245;78,8;888;2484;3372;1762;1239;596;472;321;1858;1829;-38;2006-07;2006;LA Clippers;95,64634146341463;21,48780487804878;41,1219512195122;11,012195121951219;3,8292682926829267
526;Orlando Magic;82;40;42;0,488;3956;7771;2875;6090;47,2;342;962;35,6;1679;2393;70,2;920;2418;3338;1525;1392;565;416;376;1904;1921;64;2006-07;2006;Orlando Magic;94,76829268292683;18,597560975609756;40,707317073170735;11,731707317073171;4,170731707317073
527;New Orleans/Oklahoma City Hornets;82;39;43;0,476;3976;7833;2971;6674;44,5;455;1256;36,2;1436;1941;74,0;1025;2512;3537;1537;1187;522;347;392;1620;1733;-129;2006-07;2006;New Orleans Pelicans;95,52439024390245;18,74390243902439;43,13414634146341;15,317073170731707;5,548780487804878
528;Indiana Pacers;82;35;47;0,427;3956;7840;2872;6561;43,8;481;1389;34,6;1615;2125;76,0;990;2441;3431;1680;1335;599;447;410;1912;1942;-200;2006-07;2006;Indiana Pacers;95,60975609756098;20,48780487804878;41,84146341463415;16,9390243902439;5,865853658536586
529;Philadelphia 76ers;82;35;47;0,427;3976;7785;2932;6408;45,8;284;823;34,5;1637;2135;76,7;899;2353;3252;1669;1258;590;390;320;1671;1801;-248;2006-07;2006;Philadelphia 76ers;94,9390243902439;20,353658536585368;39,65853658536585;10,036585365853659;3,4634146341463414
530;Charlotte Bobcats;82;33;49;0,402;4001;7945;2960;6643;44,6;457;1280;35,7;1568;2136;73,4;920;2346;3266;1836;1224;638;369;437;1985;1786;-307;2006-07;2006;Charlotte Hornets;96,89024390243902;22,390243902439025;39,829268292682926;15,609756097560975;5,573170731707317
531;New York Knicks;82;33;49;0,402;4001;7994;2903;6356;45,7;474;1370;34,6;1714;2396;71,5;1032;2516;3548;1532;1405;543;260;406;1932;1875;-234;2006-07;2006;New York Knicks;97,48780487804878;18,682926829268293;43,26829268292683;16,70731707317073;5,780487804878049
